           wave         flux     flux_err    norm_flux   model_flux   model_flux_err      res_flux  
  3746.00000000   4.57770000   0.04672430   4.68416135   4.55265982       0.00065756    0.02504018  
  3747.00000000   4.54793000   0.04649020   4.68000370   4.54796834       0.00064604   -0.00003834  
  3748.00000000   4.51903000   0.04621460   4.67593985   4.54330827       0.00062653   -0.02427827  
  3749.00000000   4.51338000   0.04603450   4.67202989   4.53874202       0.00061053   -0.02536202  
  3750.00000000   4.51242000   0.04591540   4.66832677   4.53432462       0.00059638   -0.02190462  
  3751.00000000   4.52113000   0.04584260   4.66485159   4.53007886       0.00055393   -0.00894886  
  3752.00000000   4.53574000   0.04577570   4.66158104   4.52598283       0.00050495    0.00975717  
  3753.00000000   4.51697000   0.04555430   4.65845431   4.52197703       0.00045952   -0.00500703  
  3754.00000000   4.51572000   0.04540050   4.65539421   4.51798559       0.00041456   -0.00226559  
  3755.00000000   4.52393000   0.04529620   4.65232900   4.51393812       0.00038648    0.00999188  
  3756.00000000   4.51977000   0.04515380   4.64920392   4.50978116       0.00040244    0.00998884  
  3757.00000000   4.49130000   0.04495940   4.64598105   4.50547819       0.00042304   -0.01417819  
  3758.00000000   4.47654000   0.04481490   4.64263395   4.50100432       0.00042989   -0.02446432  
  3759.00000000   4.48621000   0.04466490   4.63914402   4.49634223       0.00044252   -0.01013223  
  3760.00000000   4.48441000   0.04450200   4.63549997   4.49148171       0.00043357   -0.00707171  
  3761.00000000   4.48461000   0.04437030   4.63169794   4.48641969       0.00040149   -0.00180969  
  3762.00000000   4.49638000   0.04428940   4.62774007   4.48115907       0.00034477    0.01522093  
  3763.00000000   4.48472000   0.04412680   4.62363370   4.47570792       0.00027163    0.00901208  
  3764.00000000   4.49135000   0.04403380   4.61939402   4.47008235       0.00022047    0.02126765  
  3765.00000000   4.47892000   0.04385600   4.61505031   4.46431272       0.00027024    0.01460728  
  3766.00000000   4.45756000   0.04364290   4.61065426   4.45845212       0.00021041   -0.00089212  
  3767.00000000   4.44989000   0.04349210   4.60628951   4.45258577       0.00026548   -0.00269577  
  3768.00000000   4.44194000   0.04335440   4.60207857   4.44683779       0.00036471   -0.00489779  
  3769.00000000   4.44524000   0.04325920   4.59817683   4.44136513       0.00036922    0.00387487  
  3770.00000000   4.44087000   0.04314280   4.59474161   4.43632664       0.00035195    0.00454336  
  3771.00000000   4.41975000   0.04292770   4.59187989   4.43183083       0.00032791   -0.01208083  
  3772.00000000   4.40848000   0.04277920   4.58960139   4.42788901       0.00024823   -0.01940901  
  3773.00000000   4.41977000   0.04270580   4.58780924   4.42440572       0.00017722   -0.00463572  
  3774.00000000   4.42515000   0.04259540   4.58633538   4.42121404       0.00010893    0.00393596  
  3775.00000000   4.41773000   0.04243990   4.58499609   4.41813130       0.00009989   -0.00040130  
  3776.00000000   4.41006000   0.04230410   4.58363515   4.41500235       0.00026427   -0.00494235  
  3777.00000000   4.43924000   0.04230750   4.58213978   4.41171549       0.00039681    0.02752451  
  3778.00000000   4.44607000   0.04222290   4.58043580   4.40819762       0.00053681    0.03787238  
  3779.00000000   4.41713000   0.04199410   4.57847512   4.40440217       0.00069565    0.01272783  
  3780.00000000   4.39827000   0.04179000   4.57622445   4.40029786       0.00082503   -0.00202786  
  3781.00000000   4.40595000   0.04169430   4.57365758   4.39586078       0.00092162    0.01008922  
  3782.00000000   4.40678000   0.04158670   4.57075177   4.39107051       0.00098134    0.01570949  
  3783.00000000   4.39034000   0.04140430   4.56748768   4.38591020       0.00097206    0.00442980  
  3784.00000000   4.37614000   0.04122200   4.56385158   4.38036883       0.00096305   -0.00422883  
  3785.00000000   4.37960000   0.04112840   4.55983768   4.37444341       0.00084325    0.00515659  
  3786.00000000   4.36347000   0.04095810   4.55544863   4.36813937       0.00077152   -0.00466937  
  3787.00000000   4.33130000   0.04070520   4.55069375   4.36146883       0.00062899   -0.03016883  
  3788.00000000   4.33548000   0.04062130   4.54558653   4.35444796       0.00042234   -0.01896796  
  3789.00000000   4.33854000   0.04053160   4.54014439   4.34709640       0.00033632   -0.00855640  
  3790.00000000   4.31809000   0.04030700   4.53439213   4.33944087       0.00025869   -0.02135087  
  3791.00000000   4.30695000   0.04013890   4.52836946   4.33152270       0.00038299   -0.02457270  
  3792.00000000   4.30333000   0.04001630   4.52214323   4.32341005       0.00059398   -0.02008005  
  3793.00000000   4.30129000   0.03990730   4.51582641   4.31521672       0.00079844   -0.01392672  
  3794.00000000   4.30774000   0.03982560   4.50960319   4.30712739       0.00099094    0.00061261  
  3795.00000000   4.28467000   0.03960120   4.50375134   4.29942006       0.00106012   -0.01475006  
  3796.00000000   4.25760000   0.03936730   4.49863764   4.29246164       0.00121713   -0.03486164  
  3797.00000000   4.27860000   0.03935180   4.49465710   4.28664701       0.00105072   -0.00804701  
  3798.00000000   4.28864000   0.03927400   4.49211470   4.28228047       0.00096167    0.00635953  
  3799.00000000   4.28956000   0.03917890   4.49110376   4.27945444       0.00108603    0.01010556  
  3800.00000000   4.28814000   0.03909460   4.49146154   4.27800541       0.00122347    0.01013459  
  3801.00000000   4.28853000   0.03899920   4.49283547   4.27758021       0.00062960    0.01094979  
  3802.00000000   4.28479000   0.03887250   4.49481114   4.27776403       0.00070034    0.00702597  
  3803.00000000   4.28099000   0.03877730   4.49702172   4.27818985       0.00041602    0.00280015  
